"year","school_id","school_name","school_address","school_city","school_state","school_district","website","nces_id","school_type","school_locale","locale_rural","locale_suburban","locale_urban","school_enrollment","pct_aian","pct_asian","pct_bipoc","pct_black","pct_latinx","pct_multiple","pct_nhpi","pct_white","pct_ell","pct_frpl","pct_swd","school_desc_homeschool","school_desc_hybrid","school_desc_micro","school_desc_sws","school_desc_virtual","school_desc_other","school_desc_other_text","school_description","school_desc_magnet","school_desc_title_i","teaching_diversity","leadership_diversity","leader_gender","leader_race","leader_tenure","grades_pk","grades_elementary","grades_middle","grades_high","grades_k","grades_1","grades_2","grades_3","grades_4","grades_5","grades_6","grades_7","grades_8","grades_9","grades_10","grades_11","grades_12","grades_past_12","grades_other","grades_other_text","average_ela","average_math","focus_bipoc","focus_economic_disadvantage","focus_emergent_bilingual","focus_foster","focus_homeless","focus_interrupted","focus_juvenile_justice","focus_multilingual","focus_newcomer","focus_swd","focus_other","focus_other_text","inclusive_emergent_bilingual","inclusive_juvenile_justice","inclusive_newcomer","inclusive_swd","inclusive_other","inclusive_other_text","leaps_affirmation","leaps_anytime_anywhere","leaps_connection","leaps_customization","leaps_high_expectations","leaps_relevance","leaps_rigorous_learning","leaps_self_direction","leaps_social_consciousness","leaps_whole_child","leaps_rank_affirmation","leaps_rank_anytime_anywhere","leaps_rank_connection","leaps_rank_customization","leaps_rank_high_expectations","leaps_rank_relevance","leaps_rank_rigorous_learning","leaps_rank_self_direction","leaps_rank_social_consciousness","leaps_rank_whole_child","catalyst_covid","catalyst_cutting_edge","catalyst_demographics","catalyst_external","catalyst_inequities","catalyst_internal","catalyst_stakeholders","catalyst_student_agency","catalyst_teacher_agency","catalyst_other","catalyst_other_text","catalyst_key_covid","catalyst_key_cutting_edge","catalyst_key_demographics","catalyst_key_external","catalyst_key_inequities","catalyst_key_internal","catalyst_key_stakeholders","catalyst_key_student_agency","catalyst_key_teacher_agency","catalyst_key_other","suggested_tags","tag_eval","contact_email","contact_name","contact_role","respondent_email","respondent_name","respondent_role","nominator"
2021,32,"Charlotte Lab School","2045 Suttle Avenue","Charlotte","North Carolina","Charlotte-Mecklenberg Schools","http://www.charlottelabschool.org/","370039103375","Public charter school","Urban",0,0,1,632,0,0.02,0.45,0.26,0.09,0.08,0,0.55,0.01,0.09,0.04,0,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,"4-6 years",0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,0.62,0.57,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,"",0,1,0,0,1,0,0,0,0,0,"bilingual education, world language study",NA,"msummers@charlottelabschool.org","Melissa Summers","Executive Assistant & Communications Support",NA,NA,NA,"digiLEARN"
2021,35,"CICS West Belden","2245 N Mcvicker Ave","Chicago","Illinois","Chicago International Charter Schools, operated by Distinctive Schools","https://www.cicswestbelden.org/","170993006475","Public charter school","Urban",0,0,1,530,0,0,0.99,0.06,0.93,0,NA,0.01,NA,0.86,NA,0,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,"4-6 years",0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,0.26,0.18,0,1,1,0,0,0,0,0,0,1,0,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,"",1,1,0,0,1,0,0,0,0,0,"",NA,"ccollins@distinctiveschools.org","Colleen Collins","School Director",NA,NA,NA,"Next Gen Learning Challenges"
2021,38,"City Garden Montessori School","1618 Tower Grove Ave","St. Louis","Missouri","City Garden Montessori","http://www.citygardenschool.org","290058503101","Public charter school","Urban",0,0,1,276,NA,0.01,0.51,0.41,0.05,0.03,0.01,0.49,0,0.39,0.11,0,1,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,"10 years or more",1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,0.53,0.41,1,1,1,1,1,0,0,0,0,1,0,NA,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,"Parents and teachers organized the school and created the school model based on what they believed was needed for our families and our community.",0,1,0,0,1,0,0,0,0,0,"Anti-bias, antiracism, Montessori, learner-centered, community-based",NA,"christie@citygardenschool.org","Christie Huck","CEO",NA,NA,NA,"Education Reimagined"
2021,39,"Clarendon High School",NA,"Clarendon","Arkansas","Clarendon School District","http://www.clarendonlions.org","50435000164","Public district school","Rural",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,0.15,NA,1,NA,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,"4-6 years",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,"",0,1,0,0,0,1,0,0,0,0,"Blended",NA,"meekd@lions.grsc.k12.ar.us","Dusty Meek","Principal",NA,NA,NA,"Team Digital"
2021,44,"Common Ground High School","358 Springside Ave.","New Haven","Connecticut","New Haven Ecology Project","http://www.commongroundct.org","090001400807","Public charter school","Urban",0,0,1,216,NA,0.01,0.78,0.4,0.34,0.02,NA,0.22,0.04,0.62,0.19,0,1,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,"Less than a year",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,0,1,1,0,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,1,0,1,"Goal of better mission alignment, need to keep improving academic results.",0,0,1,0,1,0,0,0,0,1,"",NA,"jtolman@commongroundct.org","Joel Tolman","Lead Teacher - Student Pathways",NA,NA,NA,"Anonymous"
2021,47,"Concourse Village Elementary School","750 CONCOURSE VILLAGE W","Bronx","New York","Community School District 7","http://www.cves.connectwithkids.com","360008406382","Public district school","Urban",0,0,1,344,0,0.01,0.98,0.33,0.63,0,0.01,0.02,0.23,0.86,0.17,0,1,0,1,0,NA,NA,NA,0,1,NA,NA,NA,NA,"7-9 years",1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,0.83,0.83,1,1,1,1,1,0,0,0,1,1,0,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,0,0,0,"",1,1,0,0,0,0,1,0,0,0,"",NA,"sorden.alexa@mycves.org","Alexa Sorden","Principal",NA,NA,NA,"The Learning Accelerator, Anonymous, TNTP, The Learning Accelerator"
2021,49,"Crosstown High",NA,"Memphis","Tennessee","N/A","","","Public district school",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1-3 years",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,0,0,0,"",0,1,0,0,1,0,1,0,0,0,"",NA,"gspickler@crosstownhigh.org","Ginger Spickler","Chief of Staff",NA,NA,NA,"Anonymous"
2021,52,"DB EXCEL (Kingsport)","0","Kingsport","Tennessee","Kingsport City Schools","https://dbexcel.k12k.com/","","Public district school","Suburban",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,"4-6 years",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,"",NA,"shensley@k12k.com","Shanna Hensley","Principal",NA,NA,NA,"Anonymous"
2021,63,"East College Prep","3825 N. Mission Rd.","Los Angeles","California","Ednovate","","62271013094","Public charter school","Urban",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,0.09,0,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,"4-6 years",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,0,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,"",1,1,0,0,1,0,0,0,0,0,"",NA,"agoltermann@usceastcollegeprep.org","Andrew Goltermann","Principal",NA,NA,NA,"Anonymous"
2021,64,"USC Hybrid High College Prep","3939 S. Vermont Ave.","Los Angeles","California","Ednovate","http://ednovate.org","060234513094","Public charter school","Urban",0,0,1,528,NA,0.02,0.99,0.15,0.81,0.01,NA,0.01,NA,0.85,NA,0,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,"Less than a year",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,0,NA,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,0,0,"",1,1,0,0,0,0,1,0,0,0,"",NA,"rderogatis@uschybridhigh.org","Rachael DeRogatis","Principal",NA,NA,NA,"Transcend, Charter School Growth Fund"
2021,67,"Empower Community High School","450 SOUTH CHAMBERS ROAD","Aurora","Colorado","Aurora Public Schools","","080234006781","Public charter school","Urban",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"1-3 years",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,NA,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,1,0,0,0,"",0,0,0,1,1,0,1,0,0,0,"",NA,"wisdom@empowerhighschool.org","Wisdom Amouzou","Co-Founder and Principal",NA,NA,NA,"Anonymous, Moonshot EdVentures, ReSchool Colorado, Anonymous"
2021,69,"EPiC Elementary","650 CONISTOR LANE","Liberty","Missouri","Liberty Public Schools","https://www.lps53.org/epic","291854003253","Public district school","Suburban",0,1,0,295,NA,0.02,0.14,0.02,0.04,0.06,NA,0.86,0.01,0.05,0.05,0,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,"7-9 years",0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,0.71,0.78,0,0,0,0,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,"",NA,"michelle.schmitz@lps53.org","Dr. Michelle Schmitz","Principal",NA,NA,NA,"The Learning Accelerator"
2021,70,"Evergreen Community Charter School","50 Bell Road","Asheville","North Carolina","none provided","http://www.evergreenccs.org/","370007802430","Public charter school","Urban",0,0,1,444,0,0,0.07,0.01,0.03,0.03,0,0.93,0,0.11,0.12,0,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,"10 years or more",0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,0.71,0.63,1,1,0,0,0,1,0,0,0,1,0,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,"",NA,"susan.mertz@evergreenccs.org","Susan Mertz","Executive Director",NA,NA,NA,"National Center for Learning Disabilities"
2021,71,"Fannie Lou Hamer Freedom High School","1021 JENNINGS ST","New York","New York","none provided","†","360009001327","Public district school","Urban",0,0,1,470,0.01,0.01,0.99,0.28,0.68,0.01,0,0.01,0.09,0.82,0.28,0,1,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,"7-9 years",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,"",0,1,0,0,1,0,0,0,0,0,"",NA,"Jeffp@flhfhs.org","Jeff Palladino","Principal",NA,NA,NA,"Big Picture Learning"
2021,72,"Farmington High School",NA,"Farmington","Utah","Davis School District","http://www.davis.k12.ut.us/Domain/14533","490021001537","Public district school","Suburban",0,1,0,1535,0,0.01,0.08,0.01,0.04,0.02,0,0.92,NA,0.07,NA,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,"4-6 years",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,1,0,0,"",0,1,0,0,0,0,1,1,0,0,"",NA,"mrossmango@dsdmail.net","Merci Rossmango","ASSISTANT PRINCIPAL",NA,NA,NA,"Utah State Board of Education"
2021,75,"Oakland FlexTech High School",NA,"Farmington Hills","Michigan","Charter School Partners","http://flextech-hs.org/","260104308495","Public charter school","Urban",0,0,1,186,0,0.04,0.27,0.18,0.04,0.01,0,0.73,0,0.31,NA,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,"4-6 years",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,0,"",0,1,0,0,1,1,0,0,0,0,"",NA,"spazur@charterschoolpartners.com","Dr. Sarah Pazur","Director of School Leadership",NA,NA,NA,"Michigan Department of Education"
2021,76,"Flushing International High School","144-80 Barclay Ave","New York","New York","New York City Department of Education","http://www.flushinginternational.org","360012205727","Public district school","Urban",0,0,1,401,0,0.45,0.96,0.02,0.48,0,0,0.04,0.84,0.92,NA,0,1,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,"1-3 years",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,0,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,"",1,1,0,0,1,0,0,0,0,0,"",NA,"","","",NA,NA,NA,"Aurora Institute, Springpoint"
2021,79,"Frank McCourt High School","145 W 84TH ST","New York","New York","New York City Department of Education","http://www.fmhsnyc.org","360007806185","Public district school","Urban",0,0,1,414,0.01,0.04,0.7,0.14,0.46,0.05,0,0.3,0.01,0.53,0.16,0,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,"10 years or more",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,1,0,NA,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,"",0,0,0,1,1,1,0,0,0,0,"",NA,"","","",NA,NA,NA,"Mastery Collaborative, NYC Department of Education"
2021,80,"Fred Tjardes School of Innovation","717 6Th Street","Greeley","Colorado","GREELEY-EVANS WELD COUNTY SCHOOL DISTRICT 6","","080441006719","Public district school","Urban",0,0,1,124,NA,NA,0.48,NA,0.47,0.01,NA,0.52,NA,0.42,NA,0,0,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,"4-6 years",0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,0.47,0.45,1,1,1,1,1,1,0,1,1,1,0,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,1,0,"",0,1,0,0,0,0,0,1,1,0,"",NA,"dedwards2@greeleyschools.org","David Edwards","Lead Collaborator",NA,NA,NA,"Springpoint"
2021,83,"Gem Prep Nampa","310 W IOWA AVENUE","Nampa","Idaho","Gem Innovation Schools","https://gemprep.org/nampa/","160234001080","Public charter school","Rural",1,0,0,365,0,0,0.29,0,0.23,0.05,0,0.71,NA,0.59,NA,0,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,"Less than a year",0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,0.51,0.48,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,"",0,1,0,1,0,0,0,0,0,0,"",NA,"shayangelo@gemprep.org","Shay Angelo","",NA,NA,NA,"Charter School Growth Fund"
2021,85,"Girls Athletic Leadership Middle School","750 GALAPAGO STREET","Denver","Colorado","Girls Athletic Leadership Schools of Denver","http://galsdenver.org/","080336006473","Public charter school","Urban",0,0,1,325,0.01,0.04,0.49,0.08,0.31,0.06,0,0.51,0.2,0.4,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,"4-6 years",0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,NA,NA,0.6,0.42,0,1,1,0,0,0,0,1,1,1,0,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,"",0,1,0,0,0,0,1,0,0,0,"Movement based pedagogy",NA,"carol.bowar@galsdenver.org","Carol Bowar","Executive Director",NA,NA,NA,"Anonymous"
2021,94,"Highline Big Picture","440 S 186th St","Highline","Washington","none provided","https://bigpicture.highlineschools.org/","530354002976","Public district school","Suburban",0,1,0,177,0.02,0.03,0.58,0.1,0.35,0.08,NA,0.42,0.05,0.55,0.21,0,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,"Less than a year",0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,NA,NA,0.6,0.25,0,1,1,1,0,NA,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,"",0,1,0,0,1,0,0,0,0,0,"Student -interest driven",NA,"jeff.petty@highlineschools.org","Jeff Petty","current principal and founder of school",NA,NA,NA,"Big Picture Learning"
2021,98,"Howard Middle School for Math and Science","405 Howard Pl NW","Washington","District of Columbia","N/A","http://www.hu-ms2.org","110005800308","Public charter school","Urban",0,0,1,283,0,NA,NA,0.95,0.04,0.01,NA,NA,0.03,NA,0.09,0,1,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,"4-6 years",0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,NA,NA,0.27,0.19,1,1,1,1,1,1,1,1,1,1,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,"",0,0,0,0,1,0,0,1,0,0,"Blended learning focused on standards mastery with appropriate differentiation and accomdatations",NA,"","","",NA,NA,NA,"228 Accelerator"
2021,100,"Urban Discovery High School","1400 Park Boulevard","San Diego","California","Urban Discovery Schools","http://www.urbandiscoveryacademy.com","060155112318","Public charter school","Urban",0,0,1,578,0,0.04,0.67,0.07,0.46,0.1,0,0.33,NA,0.37,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,"1-3 years",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,"",0,1,0,0,1,0,0,0,0,0,"",NA,"cmedina@urnansd.com","Chloe Medina","Principal",NA,NA,NA,"CSSR (Center for Secondary School Redesign)"
2021,102,"Innovations High School",NA,"Reno","Nevada","none provided","https://www.washoeschools.net/innovations","320048000869","Public district school","Urban",0,0,1,107,0.03,NA,0.46,0.04,0.32,0.04,0.04,0.54,0.03,0.51,0.09,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,"7-9 years",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,1,1,0,"",0,0,0,0,1,1,0,1,0,0,"",NA,"tharper@washoeschools.net","Taylor Harper","Lead Learner (principal)",NA,NA,NA,"Big Picture Learning"
2021,105,"Juab High School","802 N 650 E","Nephi","Utah","Juab School District","www.juabhs.org","490045000334","Public district school","Rural",1,0,0,764,0.01,0,0.07,0.01,0.03,0.02,0,0.93,0,0.3,0.15,0,0,0,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,"4-6 years",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,1,1,0,"",0,1,0,0,0,0,0,1,1,0,"",NA,"krystle.bassett@juabsd.org","Krystle Bassett","Director of Innovation",NA,NA,NA,"Utah State Board of Education"
2021,109,"KIPP Academy Lynn Collegiate","20 Wheeler St","Lynn","Massachusetts","KIPP","http://www.kippma.org","250008201845","Public charter school","Suburban",0,1,0,1456,0,0.03,0.94,0.2,0.67,0.03,0,0.06,0.23,NA,0.12,0,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,"1-3 years",0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,0.41,0.44,1,0,1,0,0,0,0,1,1,1,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,0,0,"",1,0,0,0,1,0,1,0,0,0,"",NA,"edobell@kippma.org","Emily DoBell","Principal",NA,NA,NA,NA
2021,112,"Launch Network at Stedman Elementary",NA,"Denver","Colorado","Denver Public Schools","","","Public district school","Urban",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,"1-3 years",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,"",1,0,0,0,1,1,0,0,0,0,"",NA,"justin@launchnetwork.org","Justin Darnell","Chief Navigator",NA,NA,NA,"ReSchool, Anonymous"
2021,117,"Lodestar",NA,"Oakland","California","Lighthouse Community Public Schools","http://www.lighthousecharter.org","060175514027","Public charter school","Urban",0,0,1,522,0,0.02,0.98,0.21,0.69,0.04,0.02,0.02,NA,0.36,NA,NA,0,NA,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,"1-3 years",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,0,0,0,"",0,0,0,0,1,1,1,0,0,0,"",NA,"robbie.torney@lighthousecharter.org","Robbie Torney","Principal",NA,NA,NA,"Rogers Family Foundation"
2021,122,"Map Academy Charter School","11 Resnik Road","Plymouth","Massachusetts","Map Academy Charter School","http://www.themapacademy.org","250058902885","Public charter school","Suburban",0,1,0,130,0.01,NA,0.36,0.08,0.2,0.06,0.02,0.64,NA,NA,NA,0,1,0,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,"4-6 years",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,1,0,NA,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,"",0,1,0,0,1,0,0,1,0,0,"",NA,"rbabcock@themapacademy.org","Rachel Babcock","Co-founder & Co-director",NA,NA,NA,"Anonymous"
2021,130,"Minnesota New Country School",NA,"Henderson","Minnesota","Minnesota New Country School","http://www.newcountryschool.com","270009202487","Public charter school","Rural",1,0,0,129,NA,NA,0.09,NA,0.05,0.04,NA,0.91,0,0.2,NA,NA,1,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,"7-9 years",0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,NA,NA,0.6,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,1,0,0,"",0,1,0,0,0,0,1,1,0,0,"Individualized Project Based Learning",NA,"jwartman@newcountryschool.com","Jim Wartman","Advisor",NA,NA,NA,"EdVisions"
